SYMBOL,GID,GENENAME
REC114,104834678,meiotic recombination protein REC114
NPTN,104834364,neuroplastin
CD276,104834679,CD276 antigen
LOC104834365,104834365,zona pellucida sperm-binding protein 3-like
LOC104834366,104834366,UPF0583 protein C15orf59 homolog
LOXL1,104834680,lysyl oxidase homolog 1
LOC104834681,104834681,zona pellucida sperm-binding protein 3-like
LOC104834682,104834682,zona pellucida sperm-binding protein 3-like
LOC104834683,104834683,protein PML-like
STOML1,104834684,stomatin-like protein 1
LOC104834367,104834367,protein PML-like
ISLR2,104834368,immunoglobulin superfamily containing leucine-rich repeat protein 2
ISLR,104834369,immunoglobulin superfamily containing leucine-rich repeat protein
STRA6,104834685,stimulated by retinoic acid gene 6 protein homolog
CCDC33,104834686,coiled-coil domain-containing protein 33
LOC104834370,104834370,"cholesterol side-chain cleavage enzyme, mitochondrial"
SEMA7A,104834373,semaphorin-7A isoform X1
UBL7,104834371,ubiquitin-like protein 7
LOC104834374,104834374,"actin, cytoplasmic type 5"
ARID3B,104834375,AT-rich interactive domain-containing protein 3B
CLK3,104834376,dual specificity protein kinase CLK3 isoform X1
EDC3,104834377,enhancer of mRNA-decapping protein 3
LOC104834378,104834378,cytochrome P450 1A4-like
LOC104834379,104834379,cytochrome P450 1A5-like
CSK,104834381,tyrosine-protein kinase CSK
CPLX3,104834382,complexin-3
ULK3,104834383,serine/threonine-protein kinase ULK3 isoform X1
SCAMP2,104834384,secretory carrier-associated membrane protein 2
MPI,104834385,mannose-6-phosphate isomerase isoform X1
FAM219B,104834386,protein FAM219B isoform X1
LOC104834387,104834387,"cytochrome c oxidase subunit 5A, mitochondrial isoform X1"
RPP25,104834687,ribonuclease P protein subunit p25
SCAMP5,104834389,secretory carrier-associated membrane protein 5
PPCDC,104834390,phosphopantothenoylcysteine decarboxylase
LOC104834688,104834688,uncharacterized protein C15orf39 homolog
COMMD4,104834689,COMM domain-containing protein 4
NEIL1,104834391,endonuclease 8-like 1
MAN2C1,104834392,alpha-mannosidase 2C1 isoform X1
SIN3A,104834393,paired amphipathic helix protein Sin3a isoform X1
PTPN9,104834396,tyrosine-protein phosphatase non-receptor type 9 isoform X1
SNUPN,104834394,snurportin-1
LOC104834395,104834395,uncharacterized LOC104834395
SNX33,104834398,sorting nexin-33
CSPG4,104834690,LOW QUALITY PROTEIN: chondroitin sulfate proteoglycan 4
LINGO1,104834399,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1
HMG20A,104834400,high mobility group protein 20A
PEAK1,104834401,pseudopodium-enriched atypical kinase 1 isoform X1
TSPAN3,104834402,tetraspanin-3
PSTPIP1,104834404,proline-serine-threonine phosphatase-interacting protein 1 isoform X1
RCN2,104834691,reticulocalbin-2
SCAPER,104834405,S phase cyclin A-associated protein in the endoplasmic reticulum isoform X1
ISL2,104834692,insulin gene enhancer protein ISL-2
ETFA,104834693,"electron transfer flavoprotein subunit alpha, mitochondrial"
LOC104834406,104834406,transmembrane protein C15orf27 homolog
NRG4,104834694,"pro-neuregulin-4, membrane-bound isoform"
LOC104834407,104834407,uncharacterized LOC104834407
FBXO22,104834695,F-box only protein 22
UBE2Q2,104834696,ubiquitin-conjugating enzyme E2 Q2
CHRNB4,104834408,neuronal acetylcholine receptor subunit beta-4 isoform X1
CHRNA3,104834409,neuronal acetylcholine receptor subunit alpha-3
CHRNA5,104834697,LOW QUALITY PROTEIN: neuronal acetylcholine receptor subunit alpha-5
PSMA4,104834410,proteasome subunit alpha type-4
HYKK,104834411,hydroxylysine kinase isoform X1
IREB2,104834698,iron-responsive element-binding protein 2
CRABP1,104834413,cellular retinoic acid-binding protein 1
WDR61,104834414,WD repeat-containing protein 61 isoform X1
DNAJA4,104834415,dnaJ homolog subfamily A member 4
LOC104834699,104834699,LOW QUALITY PROTEIN: putative HERV-K_Xq28 provirus ancestral Pol protein
ACSBG1,104834416,long-chain-fatty-acid--CoA ligase ACSBG1
IDH3A,104834417,"isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial isoform X1"
CIB2,104834418,calcium and integrin-binding family member 2
TBC1D2B,104834420,TBC1 domain family member 2B isoform X1
DAPK2,104834421,death-associated protein kinase 2 isoform X1
HERC1,104834422,probable E3 ubiquitin-protein ligase HERC1 isoform X1
FBXL22,104834424,F-box and leucine-rich protein 22
USP3,104834700,ubiquitin carboxyl-terminal hydrolase 3
CA12,104834702,carbonic anhydrase 12
RAB8B,104834425,ras-related protein Rab-8B isoform X1
RPS27L,104834426,40S ribosomal protein S27-like
LACTB,104834703,"serine beta-lactamase-like protein LACTB, mitochondrial"
TPM1,104834427,tropomyosin alpha-1 chain isoform X1
TLN2,104834429,talin-2
LOC104834430,104834430,C2 calcium-dependent domain-containing protein 4C-like
VPS13C,104834431,vacuolar protein sorting-associated protein 13C isoform X1
RORA,104834432,nuclear receptor ROR-alpha
ICE2,104834433,little elongation complex subunit 2 isoform X1
ANXA2,104834434,annexin A2
FOXB1,104834435,forkhead box protein B1
MTMR10,104834438,myotubularin-related protein 10 isoform X1
BNIP2,104834442,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 isoform X1
GTF2A2,104834441,transcription initiation factor IIA subunit 2
GCNT3,104834704,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3"
OTUD7A,104834440,OTU domain-containing protein 7A
KLF13,104834439,Krueppel-like factor 13
TRPM1,104834705,transient receptor potential cation channel subfamily M member 1
FAN1,104834436,fanconi-associated nuclease 1 isoform X1
MPHOSPH10,104834444,U3 small nucleolar ribonucleoprotein protein MPP10
MCEE,104834706,"methylmalonyl-CoA epimerase, mitochondrial"
APBA2,104834446,amyloid beta A4 precursor protein-binding family A member 2 isoform X1
FAM189A1,104834445,protein FAM189A1
TJP1,104834447,tight junction protein ZO-1
LOC104834707,104834707,"threonine--tRNA ligase, cytoplasmic-like"
TM2D3,104834448,TM2 domain-containing protein 3
ADAL,104834449,adenosine deaminase-like protein
LOC104834708,104834708,la-related protein 6-like
LRRC49,104834450,leucine-rich repeat-containing protein 49
THSD4,104834451,thrombospondin type-1 domain-containing protein 4 isoform X1
CHRFAM7A,104834709,CHRNA7-FAM7A fusion protein
FAM81A,104834452,protein FAM81A
MYO1E,104834453,unconventional myosin-Ie
CCNB2,104834454,G2/mitotic-specific cyclin-B2
RNF111,104834455,E3 ubiquitin-protein ligase Arkadia isoform X1
SLTM,104834710,SAFB-like transcription modulator
FAM63B,104834457,protein FAM63B isoform X1
ADAM10,104834711,disintegrin and metalloproteinase domain-containing protein 10
LIPC,104834712,hepatic triacylglycerol lipase
AQP9,104834458,aquaporin-9 isoform X1
ALDH1A2,104834459,retinal dehydrogenase 2 isoform X1
LOC104834713,104834713,blastoderm-specific protein 25D-like
CGNL1,104834460,cingulin-like protein 1
TCF12,104834461,transcription factor 12 isoform X1
ZNF280D,104834462,zinc finger protein 280D isoform X1
MNS1,104834714,meiosis-specific nuclear structural protein 1
TEX9,104834464,testis-expressed sequence 9 protein isoform X1
RFX7,104834465,DNA-binding protein RFX7 isoform X1
NEDD4,104834466,E3 ubiquitin-protein ligase NEDD4 isoform X1
PRTG,104834715,protogenin
PYGO1,104834716,pygopus homolog 1
DYX1C1,104834467,dyslexia susceptibility 1 candidate gene 1 protein isoform X1
LOC104834468,104834468,uncharacterized protein C15orf65 homolog
CCPG1,104834469,cell cycle progression protein 1 isoform X1
PIGB,104834717,GPI mannosyltransferase 3
RAB27A,104834470,ras-related protein Rab-27A
RSL24D1,104834471,probable ribosome biogenesis protein RLP24
UNC13C,104834472,protein unc-13 homolog C
WDR72,104834474,WD repeat-containing protein 72
ONECUT1,104834475,hepatocyte nuclear factor 6
FAM214A,104834476,protein FAM214A isoform X1
ARPP19,104834478,cAMP-regulated phosphoprotein 19 isoform X1
MYO5A,104834718,unconventional myosin-Va
MYO5C,104834719,unconventional myosin-Vc
GNB5,104834479,guanine nucleotide-binding protein subunit beta-5
MAPK6,104834480,mitogen-activated protein kinase 6
LEO1,104834481,RNA polymerase-associated protein LEO1 isoform X1
TMOD3,104834482,tropomodulin-3
TMOD2,104834483,tropomodulin-2 isoform X1
LYSMD2,104834485,lysM and putative peptidoglycan-binding domain-containing protein 2 isoform X1
SCG3,104834486,secretogranin-3 isoform X1
AP4E1,104834487,AP-4 complex subunit epsilon-1
TNFAIP8L3,104834488,tumor necrosis factor alpha-induced protein 8-like protein 3
LOC104834489,104834489,aromatase
GLDN,104834490,gliomedin
DMXL2,104834491,dmX-like protein 2 isoform X1
SEMA6D,104834492,semaphorin-6D isoform X1
SLC24A5,104834494,sodium/potassium/calcium exchanger 5
MYEF2,104834493,myelin expression factor 2 isoform X1
CTXN2,104834495,cortexin-2
SLC12A1,104834496,solute carrier family 12 member 1
DUT,104834497,"deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"
FBN1,104834498,fibrillin-1
CEP152,104834499,centrosomal protein of 152 kDa isoform X1
SHC4,104834500,SHC-transforming protein 4
SECISBP2L,104834501,selenocysteine insertion sequence-binding protein 2-like isoform X1
COPS2,104834503,COP9 signalosome complex subunit 2 isoform X1
GALK2,104834502,N-acetylgalactosamine kinase isoform X1
FGF7,104834504,fibroblast growth factor 7
DTWD1,104834505,DTW domain-containing protein 1
LOC104834720,104834720,uncharacterized gene
SPATA5L1,104834506,spermatogenesis-associated protein 5-like protein 1
LOC104834508,104834508,normal mucosa of esophagus-specific gene 1 protein
SLC30A4,104834507,zinc transporter 4 isoform X1
BLOC1S6,104834511,biogenesis of lysosome-related organelles complex 1 subunit 6
SQRDL,104834509,"sulfide:quinone oxidoreductase, mitochondrial"
LOC104834512,104834512,nicotinamide riboside kinase 2-like
LOC104834513,104834513,CDC42 small effector protein 2-B-like
SPPL2A,104834514,signal peptide peptidase-like 2A isoform X1
TRPM7,104834515,transient receptor potential cation channel subfamily M member 7
USP50,104834721,inactive ubiquitin carboxyl-terminal hydrolase 50
USP8,104834517,ubiquitin carboxyl-terminal hydrolase 8 isoform X1
GABPB1,104834518,GA-binding protein subunit beta-1 isoform X1
HDC,104834519,histidine decarboxylase
SLC27A2,104834722,very long-chain acyl-CoA synthetase
GATM,104834723,"glycine amidinotransferase, mitochondrial"
PDE8A,104834520,"high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A"
LOC104834521,104834521,uncharacterized LOC104834521
FSD2,104834522,fibronectin type III and SPRY domain-containing protein 2
WHAMM,104834523,"WASP homolog-associated protein with actin, membranes and microtubules"
HOMER2,104834724,homer protein homolog 2
FAM103A1,104834525,RNMT-activating mini protein
LOC104834725,104834725,UPF0235 protein C15orf40 homolog
BTBD1,104834526,BTB/POZ domain-containing protein 1
TM6SF1,104834726,transmembrane 6 superfamily member 1
LOC104834727,104834727,hepatoma-derived growth factor-related protein 3
BNC1,104834527,zinc finger protein basonuclin-1
SH3GL3,104834528,endophilin-A3 isoform X1
LOC104834728,104834728,lamin-L(III)-like
ADAMTSL3,104834529,ADAMTS-like protein 3
FAM154B,104834530,protein FAM154B
EFTUD1,104834531,elongation factor Tu GTP-binding domain-containing protein 1
MEX3B,104834729,RNA-binding protein MEX3B
TMC3,104834730,LOW QUALITY PROTEIN: transmembrane channel-like protein 3
STARD5,104834731,stAR-related lipid transfer protein 5
IL16,104834533,pro-interleukin-16
LOC104834534,104834534,uncharacterized protein C15orf26 homolog
MESDC1,104834535,mesoderm development candidate 1
MESDC2,104834536,LDLR chaperone MESD
CEMIP,104834537,cell migration-inducing and hyaluronan-binding protein isoform X1
LOC104834732,104834732,transmembrane protein 2-like
ABHD17C,104834538,alpha/beta hydrolase domain-containing protein 17C
ARNT2,104834539,aryl hydrocarbon receptor nuclear translocator 2
FAH,104834540,fumarylacetoacetase
ZFAND6,104834541,AN1-type zinc finger protein 6
BCL2A1,104834543,bcl-2-related protein A1
MTHFS,104834544,5-formyltetrahydrofolate cyclo-ligase
KIAA1024,104834546,UPF0258 protein KIAA1024 homolog
PEX11A,104834547,peroxisomal membrane protein 11A
PLIN1,104834548,perilipin-1
LOC104834549,104834549,ras-related and estrogen-regulated growth inhibitor-like protein
KIF7,104834733,kinesin-like protein KIF7
TICRR,104834734,treslin
RHCG,104834550,ammonium transporter Rh type C
TRNAR-UCG,104798247,tRNA-Arg
POLG,104834553,DNA polymerase subunit gamma-1
FANCI,104834552,Fanconi anemia group I protein
RLBP1,104834551,retinaldehyde-binding protein 1 isoform X1
ABHD2,104834554,abhydrolase domain-containing protein 2
MFGE8,104834735,lactadherin
HAPLN3,104834555,hyaluronan and proteoglycan link protein 3
ACAN,104834556,aggrecan core protein
AEN,104834557,apoptosis-enhancing nuclease
DET1,104834562,DET1 homolog isoform X1
MRPS11,104834561,"28S ribosomal protein S11, mitochondrial"
MRPL46,104834559,"39S ribosomal protein L46, mitochondrial"
LOC104834558,104834558,uncharacterized LOC104834558
NTRK3,104834564,NT-3 growth factor receptor isoform X1
AGBL1,104834736,cytosolic carboxypeptidase 4
KLHL25,104834565,kelch-like protein 25
AKAP13,104834567,A-kinase anchor protein 13 isoform X1
LOC104834737,104834737,A-kinase anchor protein 13-like
SV2B,104834568,synaptic vesicle glycoprotein 2B
SLCO3A1,104834569,solute carrier organic anion transporter family member 3A1
ST8SIA2,104834570,"alpha-2,8-sialyltransferase 8B"
CHD2,104834571,chromodomain-helicase-DNA-binding protein 2 isoform X1
RGMA,104834573,repulsive guidance molecule A isoform X1
MCTP2,104834574,multiple C2 and transmembrane domain-containing protein 2 isoform X1
NR2F2,104834575,COUP transcription factor 2 isoform X1
ARRDC4,104834738,arrestin domain-containing protein 4
FAM169B,104834739,protein FAM169B
PGPEP1L,104834740,pyroglutamyl-peptidase 1-like protein
IGF1R,104834576,insulin-like growth factor 1 receptor isoform X1
SYNM,104834578,synemin
LRRC28,104834579,leucine-rich repeat-containing protein 28 isoform X1
MEF2A,104834580,myocyte-specific enhancer factor 2A isoform X1
LYSMD4,104834581,lysM and putative peptidoglycan-binding domain-containing protein 4
ADAMTS17,104834582,A disintegrin and metalloproteinase with thrombospondin motifs 17
CERS3,104834583,LOW QUALITY PROTEIN: ceramide synthase 3
LINS,104834585,protein Lines homolog isoform X1
ASB7,104834586,ankyrin repeat and SOCS box protein 7
ALDH1A3,104834587,aldehyde dehydrogenase family 1 member A3 isoform X1
LRRK1,104834588,leucine-rich repeat serine/threonine-protein kinase 1
CHSY1,104834741,chondroitin sulfate synthase 1
SNRPA1,104834742,U2 small nuclear ribonucleoprotein A'
PCSK6,104834589,proprotein convertase subtilisin/kexin type 6
PLEKHO2,104834590,pleckstrin homology domain-containing family O member 2
ANKDD1A,104834592,ankyrin repeat and death domain-containing protein 1A
SPG21,104834593,maspardin isoform X1
CLPX,104834594,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial isoform X1"
PDCD7,104834743,programmed cell death protein 7
UBAP1L,104834744,ubiquitin-associated protein 1-like
KBTBD13,104834595,kelch repeat and BTB domain-containing protein 13
RASL12,104834596,ras-like protein family member 12
SLC51B,104834745,organic solute transporter subunit beta
MTFMT,104834597,"methionyl-tRNA formyltransferase, mitochondrial"
CILP,104834598,cartilage intermediate layer protein 1
LOC104834746,104834746,gonadotropin-releasing hormone II receptor-like
PARP16,104834747,mono [ADP-ribose] polymerase PARP16
IGDCC3,104834748,immunoglobulin superfamily DCC subclass member 3
IGDCC4,104834749,immunoglobulin superfamily DCC subclass member 4
DPP8,104834599,dipeptidyl peptidase 8
PTPLAD1,104834601,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3
VWA9,104834602,von Willebrand factor A domain-containing protein 9 isoform X1
SLC24A1,104834603,sodium/potassium/calcium exchanger 1
DENND4A,104834604,C-myc promoter-binding protein isoform X1
TRNAQ-CUG,104798233,tRNA-Gln
RAB11A,104834605,ras-related protein Rab-11A isoform X1
MEGF11,104834606,multiple epidermal growth factor-like domains protein 11
DIS3L,104834607,DIS3-like exonuclease 1 isoform X1
TIPIN,104834609,TIMELESS-interacting protein
MAP2K1,104834611,dual specificity mitogen-activated protein kinase kinase 1
SNAPC5,104834610,snRNA-activating protein complex subunit 5
RPL4,104834612,60S ribosomal protein L4
ZWILCH,104834613,protein zwilch homolog
LCTL,104834614,lactase-like protein
SMAD6,104834750,mothers against decapentaplegic homolog 6
SMAD3,104834616,mothers against decapentaplegic homolog 3 isoform X1
AAGAB,104834617,alpha- and gamma-adaptin-binding protein p34 isoform X1
IQCH,104834751,IQ domain-containing protein H
LOC104834618,104834618,uncharacterized protein C15orf61 homolog
MAP2K5,104834619,dual specificity mitogen-activated protein kinase kinase 5 isoform X1
LOC104834620,104834620,uncharacterized LOC104834620
PIAS1,104834623,E3 SUMO-protein ligase PIAS1 isoform X1
CALML4,104834752,calmodulin-like protein 4
CLN6,104834753,ceroid-lipofuscinosis neuronal protein 6
FEM1B,104834621,protein fem-1 homolog B
ITGA11,104834624,integrin alpha-11
CORO2B,104834625,coronin-2B
ANP32A,104834626,acidic leucine-rich nuclear phosphoprotein 32 family member A isoform X1
NOX5,104834628,NADPH oxidase 5 isoform X1
GLCE,104834629,D-glucuronyl C5-epimerase
PAQR5,104834754,membrane progestin receptor gamma
KIF23,104834631,kinesin-like protein KIF23
TLE3,104834632,transducin-like enhancer protein 3 isoform X1
UACA,104834633,uveal autoantigen with coiled-coil domains and ankyrin repeats
MORF4L1,104834634,mortality factor 4-like protein 1 isoform X1
TRNAK-CUU,104798237,tRNA-Lys
ADAMTS7,104834755,A disintegrin and metalloproteinase with thrombospondin motifs 7
FAM96A,104834635,MIP18 family protein FAM96A isoform X1
SPG11,104834638,spatacsin isoform X1
EIF3J,104834637,eukaryotic translation initiation factor 3 subunit J isoform X1
CTDSPL2,104834639,CTD small phosphatase-like protein 2
CASC4,104834640,protein CASC4 isoform X1
FRMD5,104834641,FERM domain-containing protein 5 isoform X1
WDR76,104834756,WD repeat-containing protein 76
BLM,104834642,Bloom syndrome protein
CTSH,104834643,pro-cathepsin H
RASGRF1,104834644,ras-specific guanine nucleotide-releasing factor 1
ANKRD34C,104834645,ankyrin repeat domain-containing protein 34C
TMED3,104834646,transmembrane emp24 domain-containing protein 3 isoform X1
LOC104834757,104834757,gonadotropin-releasing hormone II receptor-like
LOC104834758,104834758,mesoderm posterior protein 1-like
LOC104834759,104834759,LOW QUALITY PROTEIN: mesoderm posterior protein 2-like
ANPEP,104834760,aminopeptidase N
AP3S2,104834647,AP-3 complex subunit sigma-2 isoform X1
ZNF710,104834648,zinc finger protein 710
IDH2,104834649,"isocitrate dehydrogenase [NADP], mitochondrial"
SEMA4B,104834761,semaphorin-4B
CIB1,104834650,calcium and integrin-binding protein 1
GDPGP1,104834762,LOW QUALITY PROTEIN: GDP-D-glucose phosphorylase 1
LOC104834652,104834652,uncharacterized protein LOC104834652 isoform X1
RCCD1,104834651,RCC1 domain-containing protein 1 isoform X1
UNC45A,104834763,protein unc-45 homolog A
MAN2A2,104834654,alpha-mannosidase 2x
FES,104834655,tyrosine-protein kinase Fes/Fps isoform X1
FURIN,104834656,furin
MFAP1,104834657,microfibrillar-associated protein 1
HYPK,104834764,huntingtin-interacting protein K
SERINC4,104834765,serine incorporator 4
PDIA3,104834658,protein disulfide-isomerase A3
STRC,104834766,stereocilin
CKMT1B,104834767,"creatine kinase U-type, mitochondrial"
PPIP5K1,104834659,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1
MAP1A,104834660,microtubule-associated protein 1A
TP53BP1,104834661,tumor suppressor p53-binding protein 1 isoform X1
TUBGCP4,104834662,gamma-tubulin complex component 4 isoform X1
IQGAP1,104834664,ras GTPase-activating-like protein IQGAP1
LOC104834663,104834663,uncharacterized LOC104834663
LOC104834768,104834768,ubiquitin carboxyl-terminal hydrolase 42-like
LOC104834851,104834851,uncharacterized protein LOC104834851
LOC104834770,104834770,"uncharacterized LOC104834770, transcript variant X2"
ZC4H2,104834769,zinc finger C4H2 domain-containing protein isoform X1
LAS1L,104834771,ribosomal biogenesis protein LAS1L isoform X1
ZC3H12B,104834772,probable ribonuclease ZC3H12B
LOC104834773,104834773,potassium voltage-gated channel subfamily C member 3-like
MSN,104834774,moesin
LOC104834852,104834852,adrenodoxin-like
LOC104834775,104834775,rho GTPase-activating protein 20-like
LOC104834776,104834776,uncharacterized LOC104834776
LOC104834853,104834853,endothelial cell-selective adhesion molecule-like
LOC104834777,104834777,V-set and immunoglobulin domain-containing protein 4-like isoform X1
LOC104834778,104834778,heat shock factor protein 3-like
HEPH,104834779,hephaestin isoform X1
LOC104834780,104834780,probable G-protein coupled receptor 83
LOC104834854,104834854,probable G-protein coupled receptor 83
EDA2R,104834855,tumor necrosis factor receptor superfamily member 27
AR,104834857,androgen receptor
OPHN1,104834781,oligophrenin-1
YIPF6,104834783,protein YIPF6
STARD8,104834782,stAR-related lipid transfer protein 8 isoform X1
LOC104834858,104834858,relaxin receptor 2-like
EFNB1,104834784,ephrin-B1 isoform X1
FAM155B,104834859,transmembrane protein FAM155B
EDA,104834860,ectodysplasin-A
LOC104834785,104834785,leucine-rich repeat-containing protein 32-like
LOC104834861,104834861,protein Wnt-11b-like
IGBP1,104834786,immunoglobulin-binding protein 1
LOC104834787,104834787,diacylglycerol O-acyltransferase 2-like
P2RY4,104834862,P2Y purinoceptor 4
LOC104834863,104834863,"phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2-like"
ARR3,104834788,arrestin-C
RAB41,104834789,ras-related protein Rab-41 isoform X1
LOC104834864,104834864,uncharacterized protein LOC104834864
PDZD11,104834791,PDZ domain-containing protein 11 isoform X1
KIF4A,104834790,chromosome-associated kinesin KIF4A isoform X1
TAF9B,104834792,transcription initiation factor TFIID subunit 9B
LOC104834865,104834865,uncharacterized gene
LOC104834793,104834793,fibronectin type-III domain-containing protein 3a-like
CYSLTR1,104834866,cysteinyl leukotriene receptor 1
LPAR4,104834794,lysophosphatidic acid receptor 4
LOC104834795,104834795,putative P2Y purinoceptor 10
LOC104834797,104834797,putative P2Y purinoceptor 10
GPR174,104834796,probable G-protein coupled receptor 174
ITM2A,104834798,integral membrane protein 2A
TBX22,104834868,T-box transcription factor TBX22
CHMP1B,104834799,charged multivesicular body protein 1b
FAM46D,104834800,protein FAM46D
BRWD3,104834801,bromodomain and WD repeat-containing protein 3
HMGN5,104834802,high mobility group nucleosome-binding domain-containing protein 5
SH3BGRL,104834803,SH3 domain-binding glutamic acid-rich-like protein isoform X1
LOC104834804,104834804,uncharacterized protein CXorf21 homolog
LOC104834869,104834869,sodium/hydrogen exchanger 2-like
LOC104834805,104834805,transmembrane protein 182-like
RPS6KA6,104834806,ribosomal protein S6 kinase alpha-6 isoform X1
HDX,104834807,highly divergent homeobox
APOOL,104834870,MICOS complex subunit MIC27
ZNF711,104834808,zinc finger protein 711 isoform X1
POF1B,104834871,protein POF1B
CHM,104834872,rab proteins geranylgeranyltransferase component A 1
DACH2,104834873,dachshund homolog 2
OLIG3,104834809,oligodendrocyte transcription factor 3
KLHL4,104834810,kelch-like protein 4
PCDH11X,104834811,protocadherin-11 X-linked
LOC104834812,104834812,"uncharacterized LOC104834812, transcript variant X2"
LOC104834813,104834813,uncharacterized LOC104834813
DIAPH2,104834814,protein diaphanous homolog 2 isoform X1
PCDH19,104834815,protocadherin-19
TNMD,104834816,tenomodulin
TSPAN6,104834874,tetraspanin-6
SRPX2,104834875,sushi repeat-containing protein SRPX2
SYTL4,104834817,synaptotagmin-like protein 4
TRMT12,104834818,tRNA wybutosine-synthesizing protein 2 homolog isoform X1
CSTF2,104834819,cleavage stimulation factor subunit 2 isoform X1
NOX1,104834820,NADPH oxidase 1 isoform X1
XKRX,104834876,XK-related protein 2
ARL13A,104834877,ADP-ribosylation factor-like protein 13A
ATP11C,104834879,phospholipid-transporting ATPase IG
MCF2,104834821,proto-oncogene DBL
F9,104834823,coagulation factor IX
FGF13,104834824,fibroblast growth factor 13 isoform X1
ZIC3,104834880,zinc finger protein ZIC 3
LOC104834825,104834825,transmembrane 9 superfamily member 2-like
RBMX,104834826,"RNA-binding motif protein, X chromosome isoform X1"
ARHGEF6,104834827,rho guanine nucleotide exchange factor 6 isoform X1
CD40LG,104834828,CD40 ligand
VGLL1,104834829,transcription cofactor vestigial-like protein 1
HTATSF1,104834830,HIV Tat-specific factor 1
BRS3,104834831,bombesin receptor subtype-3
GPR112,104834881,probable G-protein coupled receptor 112
MAP7D3,104834832,MAP7 domain-containing protein 3 isoform X1
FHL1,104834833,four and a half LIM domains protein 1 isoform X1
SLC9A6,104834882,sodium/hydrogen exchanger 6
MMGT1,104834834,membrane magnesium transporter 1
LOC104834835,104834835,protein DDX26B-like isoform X1
MOSPD1,104834836,motile sperm domain-containing protein 1 isoform X1
LOC104834837,104834837,protein FAM122A isoform X1
FAM122B,104834838,protein FAM122B
LOC104834839,104834839,uncharacterized LOC104834839
HPRT1,104834883,hypoxanthine-guanine phosphoribosyltransferase
PHF6,104834840,PHD finger protein 6 isoform X1
GPC3,104834884,glypican-3
GPC4,104834841,glypican-4
HS6ST2,104834885,heparan-sulfate 6-O-sulfotransferase 2
MBNL3,104834842,muscleblind-like protein 3 isoform X1
RAP2C,104834843,ras-related protein Rap-2c
FRMD7,104834886,FERM domain-containing protein 7
STK26,104834845,serine/threonine-protein kinase MST4 isoform X1
IL13RA1,104834887,LOW QUALITY PROTEIN: interleukin-13 receptor subunit alpha-1
DOCK11,104834846,dedicator of cytokinesis protein 11 isoform X1
WDR44,104834847,WD repeat-containing protein 44 isoform X1
KLHL13,104834848,kelch-like protein 13 isoform X1
LOC104834850,104834850,protein FAM162B-like isoform X1
LOC104834888,104834888,4F2 cell-surface antigen heavy chain-like
SART1,104834889,U4/U6.U5 tri-snRNP-associated protein 1
SF3B2,104834890,splicing factor 3B subunit 2
LOC104834891,104834891,uncharacterized protein LOC104834891
LOC104834893,104834893,neurexin-2-like
FRMD8,104834894,FERM domain-containing protein 8
LOC104834892,104834892,uncharacterized LOC104834892
LOC104834897,104834897,uncharacterized gene
LOC104834897,104834897,uncharacterized gene
DAD1,104834895,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1
LOC104834898,104834898,uncharacterized LOC104834898
LOC104834899,104834899,"myosin heavy chain, skeletal muscle, adult-like"
LOC104834901,104834901,"myosin heavy chain, skeletal muscle, adult-like"
LOC104834902,104834902,"class I histocompatibility antigen, F10 alpha chain-like"
TAP2,104834903,antigen peptide transporter 2
TAP1,104834904,antigen peptide transporter 1
LOC104834905,104834905,tenascin-X-like
LOC104834909,104834909,"beta-1,3-galactosyltransferase 2-like"
ILF3,104834906,interleukin enhancer-binding factor 3 isoform X1
SLC44A2,104834908,choline transporter-like protein 2 isoform X1
AP1M2,104834910,AP-1 complex subunit mu-2
ATG4D,104834911,cysteine protease ATG4D
LOC104834912,104834912,scale keratin-like
LOC104834913,104834913,scale keratin-like
LOC104834914,104834914,feather keratin B-4-like
LOC104834915,104834915,feather keratin 1-like
LOC104834916,104834916,feather keratin 1-like
RAB39A,104834917,ras-related protein Rab-39A
CUL5,104834918,cullin-5
ACAT1,104834919,"acetyl-CoA acetyltransferase, mitochondrial"
NPAT,104835013,protein NPAT
ATM,104834920,serine-protein kinase ATM isoform X1
KDELC2,104835014,KDEL motif-containing protein 2
EXPH5,104834922,exophilin-5
DDX10,104834923,probable ATP-dependent RNA helicase DDX10
LOC104834924,104834924,uncharacterized protein C11orf87 homolog
LOC104835015,104835015,uncharacterized protein LOC104835015
LOC104834927,104834927,E3 ubiquitin-protein ligase RNF213-like
LOC104834926,104834926,E3 ubiquitin-protein ligase RNF213-like
LOC104834925,104834925,E3 ubiquitin-protein ligase RNF213-like isoform X1
ZC3H12C,104834928,probable ribonuclease ZC3H12C isoform X1
